ADR,Name,Frequency,Count
se__C0033036,Supraventricular extrasystoles,0.029,40
se__C0033845,Benign intracranial hypertension,0.029,40
se__C0020542,Pulmonary hypertension,0.029,40
se__C0233514,Abnormal behaviour,0.029,40
se__C0017672,Glossodynia,0.028,39
se__C0026113,Miliaria,0.028,39
se__C0270996,Eye swelling,0.028,39
se__C0085637,Oculogyric crisis,0.028,39
se__C0234987,Dizziness postural,0.028,39
se__C0021845,Intestinal perforation,0.028,39
se__C0085616,Vasospasm,0.028,39
se__C0699828,Serotonin syndrome,0.027,38
se__C0151698,Injection site haemorrhage,0.027,38
se__C0541832,Chromaturia,0.027,38
se__C0037195,Sinus headache,0.027,38
se__C0042164,Uveitis,0.027,38
se__C0271650,Glucose tolerance impaired,0.027,38
se__C0042035,Micturition disorder,0.027,38
se__C0018808,Cardiac murmur,0.027,38
se__C0034359,Pyuria,0.027,38
se__C0007785,Cerebral infarction,0.027,38
se__C0038450,Stridor,0.027,38
se__C0002957,Anger,0.027,37
se__C0035317,Retinal haemorrhage,0.027,37
se__C0007114,Skin cancer,0.027,37
se__C0236000,Pain in jaw,0.027,37
se__C0423602,Sensation of foreign body,0.027,37
se__C0004144,Atelectasis,0.027,37
se__C0006147,Breast feeding,0.027,37
se__C0009760,Conjunctival haemorrhage,0.027,37
se__C0234930,Skin odour abnormal,0.027,37
se__C1325847,Sensitisation,0.027,37
se__C0003460,Anuria,0.027,37
se__C0028259,Nodule,0.027,37
se__C0853619,Local swelling,0.027,37
se__C0018991,Hemiplegia,0.027,37
se__C0041105,Trismus,0.027,37
se__C0085602,Polydipsia,0.027,37
se__C0546884,Hypovolaemia,0.027,37
se__C0014335,Enteritis,0.026,36
se__C0162298,Joint stiffness,0.026,36
se__C0149725,Lower respiratory tract infection,0.026,36
se__C0700200,Presyncope,0.026,36
se__C0014534,Epididymitis,0.026,36
se__C0858259,Nasal discomfort,0.026,36
se__C0232602,Retching,0.025,35
se__C0281981,Skin mass,0.025,35
se__C0021775,Intermittent claudication,0.025,35
se__C0236068,Swollen tongue,0.025,35
se__C0026766,Multi-organ failure,0.025,35
se__C0021308,Infarction,0.025,35
se__C0003873,Rheumatoid arthritis,0.025,35
se__C0086769,Panic attack,0.025,35
se__C0004364,Autoimmune disorder,0.025,35
se__C0549475,Lipase increased,0.025,35
se__C0012813,Diverticulitis,0.025,35
se__C0036983,Septic shock,0.025,35
se__C0151474,Alcohol intolerance,0.025,35
se__C1619712,Procedural pain,0.025,35
se__C0015256,Excoriation,0.025,35
se__C0162529,Colitis ischaemic,0.025,34
se__C0038002,Splenomegaly,0.025,34
se__C0152025,Polyneuropathy,0.025,34
se__C0855329,Electrocardiogram change,0.025,34
se__C0235259,Cataract subcapsular,0.025,34
se__C0151517,Atrioventricular block complete,0.025,34
se__C0014356,Enterocolitis,0.025,34
se__C0035222,Acute respiratory distress syndrome,0.025,34
se__C0031154,Peritonitis,0.025,34
se__C0241934,Hypomania,0.024,33
se__C0151601,Conjunctival oedema,0.024,33
se__C0162287,Abnormal faeces,0.024,33
se__C0029878,Otitis externa,0.024,33
se__C0085681,Hyperphosphataemia,0.024,33
se__C0024282,Lymphocytosis,0.024,33
se__C1527311,Brain oedema,0.024,33
se__C0040485,Torticollis,0.024,33
se__C0039446,Telangiectasia,0.024,33
se__C0231807,Dyspnoea exertional,0.024,33
se__C1510472,Drug dependence,0.024,33
se__C0085635,Photopsia,0.024,33
se__C0037278,Skin infection,0.024,33
se__C3495920,Lacrimal structural disorder,0.023,32
se__C0235031,Neurological symptom,0.023,32
se__C0853760,Blood potassium increased,0.023,32
se__C0036396,Sciatica,0.023,32
se__C0041364,Tumour lysis syndrome,0.023,32
se__C0347390,Skin papilloma,0.023,32
se__C0085669,Acute leukaemia,0.023,32
se__C0020639,Hypoproteinaemia,0.023,32
se__C0151313,Peripheral sensory neuropathy,0.023,32
se__C0151480,Antinuclear antibody positive,0.023,32
se__C0521490,Application site irritation,0.022,31
se__C0007398,Catatonia,0.022,31
se__C1720775,Renal tubular necrosis,0.022,31
se__C0022661,Renal failure chronic,0.022,31
se__C0242073,Pulmonary congestion,0.022,31
se__C0020546,Hypertensive crisis,0.022,31
se__C0151605,Injection site swelling,0.022,31
se__C0020569,Salivary gland enlargement,0.022,31
se__C0015403,Eye infection,0.022,31
se__C0234192,Feeling cold,0.022,31
se__C0004509,Azoospermia,0.022,31
se__C0205204,Scab,0.022,31
se__C0151686,Growth retardation,0.022,31
se__C0917799,Hypersomnia,0.022,30
se__C0013298,Duodenitis,0.022,30
se__C0013146,Drug abuse,0.022,30
se__C0853697,Neutrophil count decreased,0.022,30
se__C0014394,Enuresis,0.022,30
se__C0151942,Arterial thrombosis,0.022,30
se__C0010043,Ulcerative keratitis,0.022,30
se__C0151937,Tendon rupture,0.022,30
se__C0870082,Hyperkeratosis,0.022,30
se__C0016059,Fibrosis,0.022,30
se__C0037284,Skin lesion,0.022,30
se__C0152027,Sensory disturbance,0.022,30
se__C0026846,Muscle atrophy,0.022,30
se__C0026650,Movement disorder,0.022,30
se__C0042133,Uterine leiomyoma,0.022,30
se__C0034152,Henoch-Schonlein purpura,0.022,30
se__C0151632,Red blood cell sedimentation rate increased,0.022,30
se__C0019372,Herpes virus infection,0.021,29
se__C1262144,Increased bronchial secretion,0.021,29
se__C0038814,Sunburn,0.021,29
se__C0151701,Pulmonary haemorrhage,0.021,29
se__C0039621,Tetany,0.021,29
se__C0025202,Malignant melanoma,0.021,29
se__C0017566,Gingival hyperplasia,0.021,29
se__C0010481,Cushing's syndrome,0.021,29
se__C0020452,Hyperaemia,0.021,29
se__C0085623,Akinesia,0.02,28
se__C0035258,Restless legs syndrome,0.02,28
se__C0030807,Pemphigus,0.02,28
se__C0264906,Atrioventricular block second degree,0.02,28
se__C0239981,Hypoalbuminaemia,0.02,28
se__C0025290,Meningitis aseptic,0.02,28
se__C0006625,Cachexia,0.02,28
se__C0035305,Retinal detachment,0.02,28
se__C0152517,Viral diarrhoea,0.02,28
se__C0015300,Exophthalmos,0.02,28
se__C0232498,Abdominal tenderness,0.02,28
se__C3160741,Toxicity to various agents,0.02,28
se__C0852625,Injection site erythema,0.02,28
se__C0221776,Oral pain,0.02,28
se__C0151664,Gastrointestinal perforation,0.02,28
se__C0233763,"Hallucination, visual",0.02,28
se__C0025637,Methaemoglobinaemia,0.02,28
se__C0439857,Dependence,0.02,28
se__C0002888,Anaemia megaloblastic,0.019,27
se__C0236024,Pharyngeal oedema,0.019,27
se__C0015734,Faecalith,0.019,27
se__C0853700,Application site erythema,0.019,27
se__C0032708,Porphyrin metabolism disorder,0.019,27
se__C0002965,Angina unstable,0.019,27
se__C1322281,Rhinitis seasonal,0.019,27
se__C0151594,Diarrhoea haemorrhagic,0.019,27
se__C0010038,Corneal opacity,0.019,27
se__C0002390,Alveolitis allergic,0.019,27
se__C2607914,Rhinitis allergic,0.019,27
se__C1458155,Breast neoplasm,0.019,27
se__C0235567,Sputum increased,0.019,27
se__C0521592,Hypoaesthesia oral,0.019,27
se__C0029927,Ovarian cyst,0.019,27
se__C1269683,Major depression,0.019,27
se__C1262113,Lipohypertrophy,0.019,27
se__C0151529,Bleeding time prolonged,0.019,27
se__C0009324,Colitis ulcerative,0.019,27
se__C0085583,Choreoathetosis,0.019,27
se__C1321686,Faecaloma,0.019,27
se__C0232197,Cardiac fibrillation,0.019,26
se__C0242656,Disease progression,0.019,26
se__C0030332,Panophthalmitis,0.019,26
se__C0017605,Angle closure glaucoma,0.019,26
se__C0001125,Lactic acidosis,0.019,26
se__C0010037,Corneal oedema,0.019,26
se__C2004489,Regurgitation,0.019,26
se__C0151579,Crystalluria,0.019,26
se__C0023418,Leukaemia,0.019,26
se__C0259799,Punctate keratitis,0.019,26
se__C0151824,Biliary colic,0.019,26
se__C0476089,Endometrial cancer,0.019,26
se__C0032290,Pneumonia aspiration,0.019,26
se__C0040425,Tonsillitis,0.019,26
se__C0018621,Seasonal allergy,0.019,26
se__C0151936,Tendon disorder,0.019,26
se__C0024236,Lymphoedema,0.019,26
se__C0024117,Chronic obstructive pulmonary disease,0.019,26
se__C0237314,Heart rate irregular,0.019,26
se__C0559031,Functional gastrointestinal disorder,0.019,26
se__C0877192,Lipodystrophy acquired,0.019,26
se__C0006325,Bruxism,0.019,26
se__C0341012,Oral herpes,0.019,26
se__C0034068,Pulmonary eosinophilia,0.019,26
se__C0033247,Proctocolitis,0.019,26
se__C0043349,Xerophthalmia,0.019,26
se__C0016242,Vitreous floaters,0.018,25
se__C0029453,Osteopenia,0.018,25
se__C1760428,Suicidal behaviour,0.018,25
se__C0795692,Hyperlactacidaemia,0.018,25
se__C0026896,Myasthenia gravis,0.018,25
se__C0017086,Gangrene,0.018,25
se__C0149741,Breast discharge,0.018,25
se__C0085129,Bronchial hyperreactivity,0.018,25
se__C0013609,Localised oedema,0.018,25
se__C0241705,Strangury,0.018,25
se__C0033246,Proctitis,0.018,25
se__C0020514,Hyperprolactinaemia,0.018,25
se__C0600260,Obstructive airways disorder,0.018,25
se__C0262988,Cutaneous vasculitis,0.018,25
se__C0032231,Pleurisy,0.018,25
se__C0423006,Eye discharge,0.018,25
se__C0271738,Secondary adrenocortical insufficiency,0.018,25
se__C0024894,Mastitis,0.018,25
se__C0235437,Gravitational oedema,0.018,25
se__C0007117,Basal cell carcinoma,0.018,25
se__C0240735,Personality change,0.018,25
se__C0034155,Thrombotic thrombocytopenic purpura,0.018,25
se__C0521495,Application site rash,0.017,24
se__C0007286,Carpal tunnel syndrome,0.017,24
se__C0231856,Breath sounds abnormal,0.017,24
se__C0039591,Testicular pain,0.017,24
se__C0008489,Chorea,0.017,24
se__C0032461,Polycythaemia,0.017,24
se__C0241057,Skin burning sensation,0.017,24
se__C0853714,Application site pruritus,0.017,24
se__C0028754,Obesity,0.017,24
se__C0234022,Anorgasmia,0.017,24
se__C1318520,Vasculitis necrotising,0.017,24
se__C0877661,Application site burn,0.017,24
se__C0029443,Osteomyelitis,0.017,24
se__C0043246,Laceration,0.017,24
se__C0271051,Macular oedema,0.017,24
se__C0035854,Rosacea,0.017,24
se__C0019054,Haemolysis,0.017,24
se__C0019087,Haemorrhagic disorder,0.017,24
se__C0543467,Surgery,0.017,24
se__C0038525,Subarachnoid haemorrhage,0.017,24
se__C1112214,Vulvovaginal pruritus,0.017,24
se__C0001623,Adrenal insufficiency,0.017,24
se__C0040586,Tracheobronchitis,0.017,23
se__C0376358,Prostate cancer,0.017,23
se__C0038826,Superinfection,0.017,23
se__C0038220,Status epilepticus,0.017,23
se__C0026636,Oral disorder,0.017,23
se__C0161479,Nerve injury,0.017,23
se__C0018946,Subdural haematoma,0.017,23
se__C0947999,Blood urine present,0.017,23
se__C0025320,Menopause,0.017,23
se__C0435002,Ligament sprain,0.017,23
se__C0008033,Pleuritic pain,0.017,23
se__C0239739,Gingival pain,0.017,23
se__C0239978,Frequent bowel movements,0.017,23
se__C0041976,Urethritis,0.017,23
se__C0239134,Productive cough,0.017,23
se__C0036980,Cardiogenic shock,0.017,23
se__C0026986,Myelodysplastic syndrome,0.017,23
se__C0948595,Ocular discomfort,0.017,23
se__C0919715,Lupus-like syndrome,0.017,23
se__C0241136,Pain of skin,0.017,23
se__C0242379,Lung neoplasm malignant,0.017,23
se__C0021359,Infertility,0.017,23
se__C0919874,Post procedural haemorrhage,0.017,23
se__C0919924,Pulmonary toxicity,0.017,23
se__C0005747,Blepharospasm,0.017,23
se__C0853777,Blood albumin decreased,0.017,23
se__C0392163,Corneal erosion,0.016,22
se__C0027059,Myocarditis,0.016,22
se__C0025362,Mental retardation,0.016,22
se__C2938875,Upper-airway cough syndrome,0.016,22
se__C1140680,Ovarian cancer,0.016,22
se__C0025517,Metabolic disorder,0.016,22
se__C0856054,Mental status changes,0.016,22
se__C1096035,Infusion site pain,0.016,22
se__C0259749,Autonomic neuropathy,0.016,22
se__C0221100,Hangover,0.016,22
se__C0032343,Poisoning,0.016,22
se__C0852810,Blood creatinine decreased,0.016,22
se__C0151705,Retroperitoneal haemorrhage,0.016,22
se__C0162316,Iron deficiency anaemia,0.016,22
se__C3665624,Blood calcium decreased,0.016,22
se__C0003126,Anosmia,0.016,22
se__C1328337,Urethritis noninfective,0.016,22
se__C0037023,Sialoadenitis,0.016,22
se__C0015393,Congenital eye disorder,0.016,22
se__C0022104,Irritable bowel syndrome,0.016,22
se__C0595883,Blood glucose decreased,0.016,22
se__C0025218,Chloasma,0.016,22
se__C0345904,Hepatic cancer,0.016,22
se__C0750426,White blood cell count increased,0.015,21
se__C0016977,Gallbladder disorder,0.015,21
se__C0162281,Corneal deposits,0.015,21
se__C0238106,Clostridium difficile colitis,0.015,21
se__C0018500,Hair disorder,0.015,21
se__C0264886,Conduction disorder,0.015,21
se__C0876994,Cardiotoxicity,0.015,21
se__C1510431,Thrombophlebitis superficial,0.015,21
se__C0016034,Fibrocystic breast disease,0.015,21
se__C0030846,Penis disorder,0.015,21
se__C0151691,High density lipoprotein decreased,0.015,21
se__C0541782,Sinus arrest,0.015,21
se__C0018213,Basedow's disease,0.015,21
se__C0003708,Arachnoiditis,0.015,21
se__C0151671,Glucose tolerance decreased,0.015,21
se__C0520589,Vulvovaginal dryness,0.015,21
se__C0240211,Lip swelling,0.015,21
se__C0235874,Condition aggravated,0.014,20
se__C0041296,Tuberculosis,0.014,20
se__C0156312,Testicular atrophy,0.014,20
se__C0004610,Bacteraemia,0.014,20
se__C0151818,Opisthotonus,0.014,20
se__C0341047,Parotid gland enlargement,0.014,20
se__C0033581,Prostatitis,0.014,20
se__C1608945,Exfoliative rash,0.014,20
se__C0343863,Genital candidiasis,0.014,20
se__C0028077,Night blindness,0.014,20
se__C0086132,Depressive symptom,0.014,20
se__C0423798,Increased tendency to bruise,0.014,20
se__C0010399,Crying,0.014,20
se__C2240374,Eosinophil count increased,0.014,20
se__C0007137,Squamous cell carcinoma,0.014,20
se__C0233459,Emotional disorder,0.014,20
se__C0042998,Vulvovaginitis,0.014,20
se__C0085622,Monoplegia,0.014,20
se__C0042594,Vestibular disorder,0.014,20
se__C0278106,Ejaculation failure,0.014,20
se__C0009946,Conversion disorder,0.014,20
se__C0151611,Electroencephalogram abnormal,0.014,20
se__C0302809,Hepatitis fulminant,0.014,20
se__C0854082,Blood prolactin increased,0.014,20
se__C0019061,Haemolytic uraemic syndrome,0.014,20
se__C0018989,Hemiparesis,0.014,20
se__C0005684,Bladder cancer,0.014,19
se__C0018378,Guillain-Barre syndrome,0.014,19
se__C0027092,Myopia,0.014,19
se__C0155626,Acute myocardial infarction,0.014,19
se__C2239176,Hepatocellular carcinoma,0.014,19
se__C0262385,Autonomic nervous system imbalance,0.014,19
se__C0029124,Optic atrophy,0.014,19
se__C0037315,Sleep apnoea syndrome,0.014,19
se__C0549405,Blood pressure fluctuation,0.014,19
se__C3160858,Posterior reversible encephalopathy syndrome,0.014,19
se__C0877322,Muscle tightness,0.014,19
se__C0877055,Acute generalised exanthematous pustulosis,0.014,19
se__C0085688,Breast engorgement,0.014,19
se__C0854100,Nitrogen balance negative,0.014,19
se__C0019163,Hepatitis B,0.014,19
se__C1510497,Lenticular opacities,0.014,19
se__C0151785,Mucous membrane disorder,0.014,19
se__C0033046,Premenstrual syndrome,0.014,19
se__C0221165,Diplegia,0.014,19
se__C0743680,Eye oedema,0.014,19
se__C0392162,Sticky skin,0.014,19
se__C0520887,Electrocardiogram ST segment depression,0.014,19
se__C0221203,Rash vesicular,0.014,19
se__C0151564,Cogwheel rigidity,0.014,19
se__C0239454,Erythema of eyelid,0.014,19
se__C0040128,Thyroid disorder,0.013,18
se__C0262431,Spinal compression fracture,0.013,18
se__C2939419,Metastatic neoplasm,0.013,18
se__C0232910,Teratogenicity,0.013,18
se__C0085692,Cystitis haemorrhagic,0.013,18
se__C0877153,Neutropenic sepsis,0.013,18
se__C0541820,Carbohydrate tolerance decreased,0.013,18
se__C0030318,Panic reaction,0.013,18
se__C0332563,Papule,0.013,18
se__C0013132,Drooling,0.013,18
se__C0239295,Oesophageal candidiasis,0.013,18
se__C0151934,Hypogeusia,0.013,18
se__C0235351,Tongue ulceration,0.013,18
se__C0001622,Hyperadrenocorticism,0.013,18
se__C0018824,Cardiac valve disease,0.013,18
se__C0037672,Somnambulism,0.013,18
se__C0007760,Cerebellar syndrome,0.013,18
se__C1619702,Device related infection,0.013,18
se__C0521498,Injection site irritation,0.013,18
se__C0023890,Hepatic cirrhosis,0.013,18
se__C0240417,Muscle mass,0.013,18
se__C0235280,Ototoxicity,0.013,18
se__C0003813,Sinus arrhythmia,0.013,18
se__C0476281,Non-cardiac chest pain,0.013,18
se__C0030486,Paraplegia,0.013,18
se__C0040261,Onychomycosis,0.012,17
se__C0520888,Electrocardiogram T wave inversion,0.012,17
se__C0025287,Meningism,0.012,17
se__C0474378,Hair colour changes,0.012,17
se__C0162557,Acute hepatic failure,0.012,17
se__C0234047,Ejaculation delayed,0.012,17
se__C0020295,Hydronephrosis,0.012,17
se__C0008301,Choking,0.012,17
se__C0233565,Bradykinesia,0.012,17
se__C0553692,Haemorrhagic stroke,0.012,17
se__C0429098,Electrocardiogram QRS complex,0.012,17
se__C1280433,Lipoatrophy,0.012,17
se__C0242339,Dyslipidaemia,0.012,17
se__C0022073,Iridocyclitis,0.012,17
se__C0233762,"Hallucination, auditory",0.012,17
se__C1527407,Eosinophilic pneumonia,0.012,17
se__C0221706,Road traffic accident,0.012,17
se__C0856151,Fat redistribution,0.012,17
se__C0033775,Anal pruritus,0.012,17
se__C0853225,International normalised ratio increased,0.012,17
se__C0553732,Prothrombin level decreased,0.012,16
se__C2586050,Oesophagitis ulcerative,0.012,16
se__C2584688,Testicular swelling,0.012,16
se__C0021051,Immunodeficiency,0.012,16
se__C0038160,Staphylococcal infection,0.012,16
se__C0221269,Pseudolymphoma,0.012,16
se__C0497201,Abnormal sensation in eye,0.012,16
se__C0030848,Peyronie's disease,0.012,16
se__C0004690,Balanitis,0.012,16
se__C1142499,Gastrointestinal toxicity,0.012,16
se__C0043241,Wound infection,0.012,16
se__C0235025,Peripheral motor neuropathy,0.012,16
se__C1142139,Drug reaction with eosinophilia and systemic symptoms,0.012,16
se__C0013220,Drug tolerance,0.012,16
se__C0152169,Renal colic,0.012,16
se__C1096343,Infusion site reaction,0.012,16
se__C0542008,Injection site haematoma,0.012,16
se__C0003615,Appendicitis,0.012,16
se__C0029442,Osteomalacia,0.012,16
se__C0009917,Muscle contracture,0.012,16
se__C0235315,Faeces discoloured,0.012,16
se__C0019196,Hepatitis C,0.012,16
se__C0151830,Urethral pain,0.012,16
se__C1384606,Dyspareunia,0.012,16
se__C0241442,Protrusion tongue,0.012,16
se__C0034902,Aplasia pure red cell,0.012,16
se__C0040434,Tooth discolouration,0.012,16
se__C0393593,Dystonia,0.012,16
se__C0221185,Xanthopsia,0.012,16
se__C0151609,Scrotal oedema,0.012,16
se__C0577559,Mass,0.012,16
se__C0085762,Alcohol abuse,0.012,16
se__C0028866,IIIrd nerve paralysis,0.012,16
se__C0000786,Abortion spontaneous,0.012,16
se__C0876973,Lung infection,0.012,16
se__C0019193,Hepatitis toxic,0.012,16
se__C0001175,Acquired immunodeficiency syndrome,0.012,16
se__C0015468,Facial pain,0.012,16
se__C0008311,Cholangitis,0.012,16
se__C0155003,Blindness transient,0.011,15
se__C0521509,Injection site induration,0.011,15
se__C0004095,Asthenopia,0.011,15
se__C0424230,Psychomotor retardation,0.011,15
se__C1306577,Death,0.011,15
se__C1112320,Temperature intolerance,0.011,15
se__C0041956,Ureteric obstruction,0.011,15
se__C0030781,Peliosis hepatis,0.011,15
se__C0021655,Insulin resistance,0.011,15
se__C0023467,Acute myeloid leukaemia,0.011,15
se__C0085570,Alkalosis hypokalaemic,0.011,15
se__C0035204,Respiratory disorder,0.011,15
se__C0036341,Schizophrenia,0.011,15
se__C0029163,Mouth haemorrhage,0.011,15
se__C0235409,Increased insulin requirement,0.011,15
se__C0262985,Dermatitis psoriasiform,0.011,15
se__C0080276,Urogenital disorder,0.011,15
se__C0525045,Affective disorder,0.011,15
se__C0018843,Heat stroke,0.011,15
se__C0151747,Renal tubular disorder,0.011,15
se__C1287298,Urine output,0.011,15
se__C0852908,Drug ineffective,0.011,15
se__C0522063,Impaired gastric emptying,0.011,15
se__C0020522,Type IV hypersensitivity reaction,0.011,15
se__C0043250,Wound,0.011,15
se__C0265031,Haemorrhoidal haemorrhage,0.011,15
se__C1260922,Respiration abnormal,0.011,15
se__C0017658,Glomerulonephritis,0.011,15
se__C1704272,Benign prostatic hyperplasia,0.011,15
se__C0743400,Ejection fraction decreased,0.011,15
se__C0035508,Rhonchi,0.011,15
se__C1262013,Recall phenomenon,0.011,15
se__C0085702,Monocytosis,0.011,15
se__C0240671,Activated partial thromboplastin time prolonged,0.011,15
se__C0009766,Conjunctivitis allergic,0.011,15
se__C0522172,Feeling drunk,0.011,15
se__C0393760,Initial insomnia,0.01,14
se__C0236065,Oedema mouth,0.01,14
se__C0007177,Cardiac tamponade,0.01,14
se__C0028949,Oligomenorrhoea,0.01,14
se__C0016385,Cardiac flutter,0.01,14
se__C0948296,Ear discomfort,0.01,14
se__C0002940,Aneurysm,0.01,14
se__C0020619,Hypogonadism,0.01,14
se__C0221345,Nail discolouration,0.01,14
se__C0853019,Blood thyroid stimulating hormone increased,0.01,14
se__C0853026,Porphyria non-acute,0.01,14
se__C0853908,Oropharyngeal swelling,0.01,14
se__C0022893,Labyrinthitis,0.01,14
se__C0085661,Onycholysis,0.01,14
se__C0007166,Cardiac output decreased,0.01,14
se__C0041747,Unintended pregnancy,0.01,14
se__C0332601,Cushingoid,0.01,14
se__C0221752,Blood urine,0.01,14
se__C0920171,Foreign body sensation in eyes,0.01,14
se__C0312420,Hypersexuality,0.01,14
se__C0235807,Hair texture abnormal,0.01,14
se__C0042907,Vitreous detachment,0.01,14
se__C0029928,Ovarian disorder,0.01,14
se__C0029089,Ophthalmoplegia,0.01,14
se__C0004044,Asphyxia,0.01,14
se__C0015663,Fasting,0.01,14
se__C0023903,Hepatic neoplasm,0.01,14
se__C0003850,Arteriosclerosis,0.01,14
se__C0010346,Crohn's disease,0.01,14
se__C0023646,Lichen planus,0.01,14
se__C1274594,Lichenoid keratosis,0.01,14
se__C0151577,Creatinine renal clearance decreased,0.01,14
se__C0236072,Bronchospasm paradoxical,0.01,14
se__C0014173,Endometrial hyperplasia,0.01,14
se__C0018916,Haemangioma,0.01,14
se__C0853193,Bipolar I disorder,0.01,14
se__C0031924,Piloerection,0.01,14
se__C0080203,Tachyarrhythmia,0.01,14
se__C0030567,Parkinson's disease,0.01,14
se__C0237938,Gastrointestinal ulcer,0.01,14
se__C0020523,Type I hypersensitivity,0.01,14
se__C0043117,Idiopathic thrombocytopenic purpura,0.01,14
se__C0023212,Left ventricular failure,0.01,14
se__C0024205,Lymphadenitis,0.01,14
se__C0232409,Hair growth abnormal,0.01,14
se__C0025160,Megacolon,0.01,14
se__C0555724,Lip dry,0.01,14
se__C0004998,Benign neoplasm of skin,0.01,14
se__C0023524,Progressive multifocal leukoencephalopathy,0.01,14
se__C0014866,Oesophageal stenosis,0.01,14
se__C0235270,Keratopathy,0.01,14
se__C0235325,Gastric haemorrhage,0.01,14
se__C0006285,Bronchopneumonia,0.01,14
se__C0036416,Scleritis,0.01,14
se__C0023510,White blood cell disorder,0.01,14
se__C0019917,Hordeolum,0.01,14
se__C0020255,Hydrocephalus,0.01,14
se__C0003469,Anxiety disorder,0.01,14
se__C1264613,Gastrointestinal infection,0.01,14
se__C0877338,Breast discomfort,0.009,13
se__C0039584,Testicular disorder,0.009,13
se__C0011880,Diabetic ketoacidosis,0.009,13
se__C0270611,Brain injury,0.009,13
se__C0746961,Oxygen saturation decreased,0.009,13
se__C0920289,Sluggishness,0.009,13
se__C0026603,Motion sickness,0.009,13
se__C0853117,Blood testosterone decreased,0.009,13
se__C0020620,Hypohidrosis,0.009,13
se__C0031099,Periodontitis,0.009,13
se__C0231170,Disability,0.009,13
se__C0005818,Platelet disorder,0.009,13
se__C0013415,Dysthymic disorder,0.009,13
se__C0030578,Paronychia,0.009,13
se__C0014038,Encephalitis,0.009,13
se__C0020903,Illusion,0.009,13
se__C0030662,Pathological gambling,0.009,13
se__C0030805,Pemphigoid,0.009,13
se__C0235761,Nasal septum perforation,0.009,13
se__C0426390,Bladder spasm,0.009,13
se__C0085680,Hypochloraemia,0.009,13
se__C0010073,Arteriospasm coronary,0.009,13
se__C0029132,Optic nerve disorder,0.009,13
se__C0877046,Tooth infection,0.009,13
se__C0005586,Bipolar disorder,0.009,13
se__C0520587,Vulvovaginal discomfort,0.009,13
se__C0242461,Purpura non-thrombocytopenic,0.009,13
se__C0234916,Rash follicular,0.009,13
se__C0033893,Tension headache,0.009,13
se__C0919671,Subileus,0.009,13
se__C0014175,Endometriosis,0.009,13
se__C0019214,Hepatosplenomegaly,0.009,13
se__C0155365,Vitreous disorder,0.009,13
se__C0023798,Lipoma,0.009,13
se__C0034951,Refraction disorder,0.009,13
se__C0024437,Macular degeneration,0.009,13
se__C0855704,Vital dye staining cornea present,0.009,13
se__C0019294,Inguinal hernia,0.009,13
se__C0549448,Haemoglobin increased,0.009,13
se__C0581912,Sensation of heaviness,0.009,13
se__C0015423,Eyelid disorder,0.009,13
se__C0019151,Hepatic encephalopathy,0.009,13
se__C0019156,Venoocclusive liver disease,0.009,13
se__C0234131,Motor dysfunction,0.009,13
se__C1262141,Poor quality sleep,0.009,13
se__C0042755,Virilism,0.009,13
se__C0086168,Dissociation,0.009,13
se__C0595878,Blood sodium increased,0.009,13
se__C0002063,Alkalosis,0.009,13
se__C3489393,Hiatus hernia,0.009,13
se__C0393761,Middle insomnia,0.009,13
se__C0554976,Bradyphrenia,0.009,12
se__C0399459,Oral discomfort,0.009,12
se__C0948441,Venoocclusive disease,0.009,12
se__C0854382,Libido disorder,0.009,12
se__C0039103,Synovitis,0.009,12
se__C0162283,Nephrogenic diabetes insipidus,0.009,12
se__C0027609,Drug withdrawal syndrome neonatal,0.009,12
se__C0036130,Salpingitis,0.009,12
se__C0010072,Coronary artery thrombosis,0.009,12
se__C0006663,Calcinosis,0.009,12
se__C0040147,Thyroiditis,0.009,12
se__C0008049,Varicella,0.009,12
se__C0007194,Hypertrophic cardiomyopathy,0.009,12
se__C0595939,Stillbirth,0.009,12
se__C0549399,Low density lipoprotein increased,0.009,12
se__C0239783,Groin pain,0.009,12
se__C0035328,Retinal vein occlusion,0.009,12
se__C0860207,Drug-induced liver injury,0.009,12
se__C2939465,Glucose-6-phosphate dehydrogenase deficiency,0.009,12
se__C0043049,Water intoxication,0.009,12
se__C0080194,Muscle strain,0.009,12
se__C0264893,Nodal arrhythmia,0.009,12
se__C0243065,Aplasia,0.009,12
se__C1442903,Exostosis,0.009,12
se__C0018674,Head injury,0.009,12
se__C0178421,Fibroadenoma of breast,0.009,12
se__C0178415,Prostatic specific antigen increased,0.009,12
se__C0151571,Corneal lesion,0.009,12
se__C0011644,Scleroderma,0.009,12
se__C0267797,Hepatitis acute,0.009,12
se__C0270810,Peroneal nerve palsy,0.009,12
se__C0852995,Injection site pruritus,0.009,12
se__C0032131,Plasmacytoma,0.009,12
se__C0018813,Myocardial rupture,0.009,12
se__C0151971,Intestinal ulcer,0.009,12
se__C0521465,Toxic skin eruption,0.009,12
se__C0037384,Snoring,0.009,12
se__C0235195,Sedation,0.009,12
se__C0494559,Inner ear disorder,0.009,12
se__C0022638,Ketosis,0.009,12
se__C0339916,Viral upper respiratory tract infection,0.009,12
se__C0427457,Red blood cell count decreased,0.009,12
se__C1535939,Pneumocystis jirovecii pneumonia,0.009,12
se__C1527411,Retinal vein thrombosis,0.009,12
